Player,Pos,Squad,Comp,Age,MP,Starts,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Ast_stats_passing,xAG_stats_passing,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,FK_stats_passing_types,Cmp_stats_passing_types,Blocks,PassLive,PassDead,Tkl,TklW,Tkl%,Blocks_stats_defense,Pass,Int,Tkl+Int,Clr,Tkld,Tkld%,Int_stats_misc,TklW_stats_misc
Richie Sagrado,DF,Venezia,it Serie A,20.0,3,3,2296,be BEL,DF,it Serie A,20.0,2004.0,1.6,0,0.0,2,2296,be BEL,DF,it Serie A,20.0,2004.0,1.6,31,0,24,1,0,0,2,2,100.0,1,1,3,5,4,0,,3,2
Théo Sainte-Luce,DF,Montpellier,fr Ligue 1,25.0,16,11,2299,fr FRA,DF,fr Ligue 1,25.0,1998.0,11.3,0,0.8,22,2299,fr FRA,DF,fr Ligue 1,25.0,1998.0,11.3,347,1,257,8,11,0,24,11,48.5,16,12,12,36,33,8,40.0,12,11
Marco Sala,DF,Como,it Serie A,25.0,8,3,2302,it ITA,DF,it Serie A,25.0,1999.0,2.9,0,0.1,16,2302,it ITA,DF,it Serie A,25.0,1999.0,2.9,152,1,115,5,6,0,9,6,62.5,2,2,1,10,9,0,0.0,1,6
Marco Sala,DF,Lecce,it Serie A,25.0,2,0,2303,it ITA,DF,it Serie A,25.0,1999.0,0.8,0,0.4,6,2303,it ITA,DF,it Serie A,25.0,1999.0,0.8,50,0,36,0,1,0,1,0,0.0,1,1,0,1,0,0,,0,0
Anass Salah-Eddine,DF,Roma,it Serie A,22.0,3,2,2306,nl NED,DF,it Serie A,22.0,2002.0,1.7,1,0.1,2,2306,nl NED,DF,it Serie A,22.0,2002.0,1.7,103,1,86,4,4,0,1,1,,0,0,1,2,2,3,100.0,1,1
Kike Salas,DF,Sevilla,es La Liga,22.0,31,25,2309,es ESP,DF,es La Liga,22.0,2002.0,24.9,2,0.6,59,2309,es ESP,DF,es La Liga,22.0,2002.0,24.9,1412,47,1109,16,14,0,47,28,58.7,26,12,32,79,146,2,40.0,32,28
Manolis Saliakas,"MF,DF",St. Pauli,de Bundesliga,27.0,30,26,2310,gr GRE,"MF,DF",de Bundesliga,27.0,1996.0,25.7,1,2.6,93,2310,gr GRE,"MF,DF",de Bundesliga,27.0,1996.0,25.7,1334,11,958,29,43,10,46,22,51.0,38,30,20,66,62,5,55.6,20,22
William Saliba,DF,Arsenal,eng Premier League,23.0,35,35,2311,fr FRA,DF,eng Premier League,23.0,2001.0,33.8,0,0.9,138,2311,fr FRA,DF,eng Premier League,23.0,2001.0,33.8,2559,36,2413,4,25,0,62,37,75.0,25,10,21,83,119,6,31.6,21,37
Mohammed Salisu,DF,Monaco,fr Ligue 1,25.0,15,11,2312,gh GHA,DF,fr Ligue 1,25.0,1999.0,11.4,0,0.1,68,2312,gh GHA,DF,fr Ligue 1,25.0,1999.0,11.4,775,25,662,7,11,0,28,18,81.3,10,2,16,44,54,1,100.0,16,18
Yoann Salmier,DF,Le Havre,fr Ligue 1,31.0,13,9,2314,gf GUF,DF,fr Ligue 1,31.0,1992.0,8.9,0,0.2,24,2314,gf GUF,DF,fr Ligue 1,31.0,1992.0,8.9,346,16,283,4,3,0,14,7,76.9,12,4,10,24,59,1,20.0,10,7
Junior Sambia,"DF,FW",Empoli,it Serie A,27.0,17,2,2322,fr FRA,"DF,FW",it Serie A,27.0,1996.0,4.3,0,0.3,21,2322,fr FRA,"DF,FW",it Serie A,27.0,1996.0,4.3,182,4,124,4,9,1,14,10,100.0,3,3,2,16,5,8,42.1,2,10
Antonio Sánchez,"MF,DF",Mallorca,es La Liga,27.0,33,12,2327,es ESP,"MF,DF",es La Liga,27.0,1997.0,15.5,0,0.6,38,2327,es ESP,"MF,DF",es La Liga,27.0,1997.0,15.5,537,4,391,13,12,2,28,16,38.9,16,14,18,46,36,8,32.0,18,16
Javi Sánchez,DF,Valladolid,es La Liga,27.0,25,25,2329,es ESP,DF,es La Liga,27.0,1997.0,22.5,0,0.3,34,2329,es ESP,DF,es La Liga,27.0,1997.0,22.5,1163,34,1015,6,13,0,26,16,65.4,39,11,22,48,111,0,0.0,22,16
Juanlu Sánchez,"MF,DF",Sevilla,es La Liga,20.0,32,18,2330,es ESP,"MF,DF",es La Liga,20.0,2003.0,19.1,4,2.8,68,2330,es ESP,"MF,DF",es La Liga,20.0,2003.0,19.1,697,2,568,31,36,0,50,34,59.3,27,25,17,67,19,16,57.1,17,34
Manu Sánchez,DF,Alavés,es La Liga,23.0,33,30,2331,es ESP,DF,es La Liga,23.0,2000.0,29.3,0,1.2,78,2331,es ESP,DF,es La Liga,23.0,2000.0,29.3,1117,19,807,43,28,5,83,56,59.4,51,39,30,113,76,24,64.9,30,56
James Sands,"MF,DF",St. Pauli,de Bundesliga,24.0,7,5,2335,us USA,"MF,DF",de Bundesliga,24.0,2000.0,5.0,0,0.0,16,2335,us USA,"MF,DF",de Bundesliga,24.0,2000.0,5.0,204,5,155,5,7,0,15,6,100.0,5,4,5,20,8,0,0.0,5,6
Arouna Sangante,DF,Le Havre,fr Ligue 1,22.0,16,16,2337,sn SEN,DF,fr Ligue 1,22.0,2002.0,13.8,0,0.1,48,2337,sn SEN,DF,fr Ligue 1,22.0,2002.0,13.8,796,27,693,3,10,2,25,16,58.8,11,6,21,46,65,1,16.7,21,16
Nhoa Sangui,"DF,MF",Reims,fr Ligue 1,18.0,26,10,2339,fr FRA,"DF,MF",fr Ligue 1,18.0,2006.0,12.9,2,0.5,45,2339,fr FRA,"DF,MF",fr Ligue 1,18.0,2006.0,12.9,608,9,510,15,14,2,16,9,75.0,8,4,8,24,23,8,42.1,8,9
Tiago Santos,DF,Lille,fr Ligue 1,22.0,7,4,2349,pt POR,DF,fr Ligue 1,22.0,2002.0,4.5,0,0.6,17,2349,pt POR,DF,fr Ligue 1,22.0,2002.0,4.5,223,1,175,6,14,0,12,7,66.7,2,2,2,14,4,8,38.1,2,7
Malang Sarr,DF,Lens,fr Ligue 1,25.0,21,15,2354,fr FRA,DF,fr Ligue 1,25.0,1999.0,15.4,0,0.3,54,2354,fr FRA,DF,fr Ligue 1,25.0,1999.0,15.4,955,31,854,11,20,1,21,13,59.3,18,9,22,43,63,2,50.0,22,13
Mamadou Sarr,DF,Strasbourg,fr Ligue 1,18.0,27,27,2355,fr FRA,DF,fr Ligue 1,18.0,2005.0,26.3,1,0.3,52,2355,fr FRA,DF,fr Ligue 1,18.0,2005.0,26.3,1699,57,1593,13,10,0,37,21,66.7,26,6,25,62,117,9,47.4,25,21
Martin Satriano,"FW,DF",Lens,fr Ligue 1,23.0,7,0,2356,uy URU,"FW,DF",fr Ligue 1,23.0,2001.0,1.0,0,0.1,2,2356,uy URU,"FW,DF",fr Ligue 1,23.0,2001.0,1.0,30,0,18,2,2,0,3,1,100.0,0,0,0,3,2,1,50.0,0,1
Nicolò Savona,DF,Juventus,it Serie A,21.0,28,19,2360,it ITA,DF,it Serie A,21.0,2003.0,19.2,1,1.2,59,2360,it ITA,DF,it Serie A,21.0,2003.0,19.2,1097,14,982,14,27,1,29,13,52.0,12,9,11,40,38,5,45.5,11,13
Saba Sazonov,DF,Torino,it Serie A,22.0,1,0,2361,ge GEO,DF,it Serie A,22.0,2002.0,0.0,0,0.0,0,2361,ge GEO,DF,it Serie A,22.0,2002.0,0.0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0
Joe Scally,DF,Gladbach,de Bundesliga,21.0,32,30,2362,us USA,DF,de Bundesliga,21.0,2002.0,28.6,0,1.1,68,2362,us USA,DF,de Bundesliga,21.0,2002.0,28.6,1559,32,1300,34,21,2,45,32,58.7,35,24,16,61,86,26,44.1,16,32
Giorgio Scalvini,DF,Atalanta,it Serie A,20.0,6,4,2363,it ITA,DF,it Serie A,20.0,2003.0,3.0,0,0.0,20,2363,it ITA,DF,it Serie A,20.0,2003.0,3.0,195,3,165,3,1,0,8,4,55.6,0,0,4,12,7,2,28.6,4,4
Oliver Scarles,"DF,FW",West Ham,eng Premier League,18.0,15,7,2365,eng ENG,"DF,FW",eng Premier League,18.0,2005.0,7.4,0,0.1,22,2365,eng ENG,"DF,FW",eng Premier League,18.0,2005.0,7.4,372,4,293,5,6,0,21,11,63.6,14,12,11,32,26,5,71.4,11,11
Fabian Schär,DF,Newcastle Utd,eng Premier League,32.0,34,33,2369,ch SUI,DF,eng Premier League,32.0,1991.0,32.6,0,0.4,118,2369,ch SUI,DF,eng Premier League,32.0,1991.0,32.6,1977,65,1654,8,26,1,36,21,40.0,38,13,45,81,138,3,23.1,45,21
Joël Schingtienne,DF,Venezia,it Serie A,21.0,16,12,2372,be BEL,DF,it Serie A,21.0,2002.0,12.5,0,0.1,28,2372,be BEL,DF,it Serie A,21.0,2002.0,12.5,487,20,420,4,8,1,27,16,63.2,18,9,14,41,25,4,44.4,14,16
Keven Schlotterbeck,DF,Augsburg,de Bundesliga,27.0,18,15,2374,de GER,DF,de Bundesliga,27.0,1997.0,14.4,1,0.6,59,2374,de GER,DF,de Bundesliga,27.0,1997.0,14.4,683,19,577,3,20,0,19,17,75.0,13,7,15,34,73,0,0.0,15,17
Nico Schlotterbeck,DF,Dortmund,de Bundesliga,24.0,23,23,2375,de GER,DF,de Bundesliga,24.0,1999.0,22.0,4,2.1,195,2375,de GER,DF,de Bundesliga,24.0,1999.0,22.0,2080,47,1856,22,41,4,38,24,60.0,31,16,22,60,79,5,22.7,22,24
Jeffrey Schlupp,"MF,DF",Crystal Palace,eng Premier League,31.0,12,0,2376,gh GHA,"MF,DF",eng Premier League,31.0,1992.0,1.1,0,0.2,5,2376,gh GHA,"MF,DF",eng Premier League,31.0,1992.0,1.1,50,0,39,0,5,0,2,0,0.0,6,6,0,2,2,0,0.0,0,0
Marvin Schulz,"MF,DF",Holstein Kiel,de Bundesliga,29.0,12,3,2380,de GER,"MF,DF",de Bundesliga,29.0,1995.0,3.4,0,0.7,11,2380,de GER,"MF,DF",de Bundesliga,29.0,1995.0,3.4,164,13,128,0,5,3,6,5,25.0,12,4,0,6,17,2,50.0,0,5
Aleksandar Sedlar,DF,Alavés,es La Liga,32.0,9,7,2387,rs SRB,DF,es La Liga,32.0,1991.0,6.6,0,0.0,12,2387,rs SRB,DF,es La Liga,32.0,1991.0,6.6,236,7,195,1,2,0,18,10,80.0,2,1,10,28,24,1,100.0,10,10
Alidu Seidu,DF,Rennes,fr Ligue 1,24.0,11,10,2389,gh GHA,DF,fr Ligue 1,24.0,2000.0,8.9,0,0.3,41,2389,gh GHA,DF,fr Ligue 1,24.0,2000.0,8.9,518,19,426,7,8,2,22,18,80.0,13,7,14,36,17,3,16.7,14,18
Nicolas Seiwald,"MF,DF",RB Leipzig,de Bundesliga,23.0,30,20,2390,at AUT,"MF,DF",de Bundesliga,23.0,2001.0,23.2,0,1.7,140,2390,at AUT,"MF,DF",de Bundesliga,23.0,2001.0,23.2,1348,36,1115,21,39,10,53,31,50.0,43,33,31,84,76,6,60.0,31,31
Hiroki Sekine,DF,Reims,fr Ligue 1,21.0,15,9,2391,jp JPN,DF,fr Ligue 1,21.0,2002.0,9.9,0,0.2,39,2391,jp JPN,DF,fr Ligue 1,21.0,2002.0,9.9,504,9,407,15,17,0,9,7,41.2,22,11,5,14,51,4,33.3,5,7
Nélson Semedo,DF,Wolves,eng Premier League,30.0,34,32,2393,pt POR,DF,eng Premier League,30.0,1993.0,32.1,4,2.8,80,2393,pt POR,DF,eng Premier League,30.0,1993.0,32.1,1357,12,1096,36,44,1,62,36,59.6,32,22,23,85,104,31,43.7,23,36
Marvin Senaya,DF,Strasbourg,fr Ligue 1,23.0,10,1,2395,tg TOG,DF,fr Ligue 1,23.0,2001.0,2.5,0,0.1,5,2395,tg TOG,DF,fr Ligue 1,23.0,2001.0,2.5,138,5,110,4,2,0,8,3,50.0,6,4,7,15,12,1,50.0,7,3
Marcos Senesi,DF,Bournemouth,eng Premier League,27.0,17,13,2396,ar ARG,DF,eng Premier League,27.0,1997.0,12.3,0,0.2,62,2396,ar ARG,DF,eng Premier League,27.0,1997.0,12.3,735,23,561,1,16,0,39,21,45.2,16,9,14,53,58,4,40.0,14,21
Sergi,DF,Leganés,es La Liga,32.0,36,33,2399,es ESP,DF,es La Liga,32.0,1992.0,32.9,0,0.4,77,2399,es ESP,DF,es La Liga,32.0,1992.0,32.9,1518,52,1271,8,11,0,40,29,56.3,38,9,39,79,185,0,0.0,39,29
Ryan Sessegnon,"FW,DF",Fulham,eng Premier League,24.0,16,7,2402,eng ENG,"FW,DF",eng Premier League,24.0,2000.0,6.4,2,1.1,22,2402,eng ENG,"FW,DF",eng Premier League,24.0,2000.0,6.4,241,0,189,9,20,0,27,13,45.0,13,12,3,30,18,10,47.6,3,13
Stephan El Shaarawy,"DF,MF",Roma,it Serie A,31.0,31,12,2403,it ITA,"DF,MF",it Serie A,31.0,1992.0,12.2,4,1.2,49,2403,it ITA,"DF,MF",it Serie A,31.0,1992.0,12.2,504,2,399,12,37,1,16,12,50.0,4,4,10,26,13,14,36.8,10,12
Luke Shaw,DF,Manchester Utd,eng Premier League,29.0,7,4,2404,eng ENG,DF,eng Premier League,29.0,1995.0,3.9,0,0.7,24,2404,eng ENG,DF,eng Premier League,29.0,1995.0,3.9,290,5,249,6,8,2,4,3,100.0,6,5,2,6,7,1,100.0,2,3
Djibril Sidibé,DF,Toulouse,fr Ligue 1,32.0,28,24,2407,fr FRA,DF,fr Ligue 1,32.0,1992.0,23.3,3,2.9,121,2407,fr FRA,DF,fr Ligue 1,32.0,1992.0,23.3,1277,48,1018,16,34,0,65,36,62.0,11,8,20,85,64,8,42.1,20,36
Tim Siersleben,DF,Heidenheim,de Bundesliga,24.0,16,14,2411,de GER,DF,de Bundesliga,24.0,2000.0,13.1,0,0.5,31,2411,de GER,DF,de Bundesliga,24.0,2000.0,13.1,719,12,581,7,14,1,21,14,41.2,19,13,20,41,66,3,50.0,20,14
Kiliann Sildillia,DF,Freiburg,de Bundesliga,22.0,21,8,2413,fr FRA,DF,de Bundesliga,22.0,2002.0,8.9,0,0.7,29,2413,fr FRA,DF,de Bundesliga,22.0,2002.0,8.9,459,5,336,13,9,6,17,10,53.8,16,11,11,28,38,2,22.2,11,10
Caio Henrique Oliveira Silva,DF,Monaco,fr Ligue 1,27.0,27,21,2417,br BRA,DF,fr Ligue 1,27.0,1997.0,21.4,6,5.0,102,2417,br BRA,DF,fr Ligue 1,27.0,1997.0,21.4,1383,56,1025,37,42,17,37,26,52.3,26,18,22,59,59,5,26.3,22,26
Eric da Silva Moreira,"MF,DF",Nott'ham Forest,eng Premier League,18.0,2,0,2420,de GER,"MF,DF",eng Premier League,18.0,2006.0,0.3,0,0.0,0,2420,de GER,"MF,DF",eng Premier League,18.0,2006.0,0.3,8,0,7,0,0,0,2,2,33.3,0,0,1,3,0,1,100.0,1,2
Mohamed Simakan,DF,RB Leipzig,de Bundesliga,24.0,1,1,2424,fr FRA,DF,de Bundesliga,24.0,2000.0,0.6,0,0.3,7,2424,fr FRA,DF,de Bundesliga,24.0,2000.0,0.6,50,0,42,1,3,0,0,0,,0,0,2,2,0,0,0.0,2,0
Jahmai Simpson-Pusey,DF,Manchester City,eng Premier League,18.0,2,1,2430,eng ENG,DF,eng Premier League,18.0,2005.0,1.1,0,0.0,3,2430,eng ENG,DF,eng Premier League,18.0,2005.0,1.1,115,3,107,0,0,0,1,0,0.0,1,0,0,1,2,0,0.0,0,0
Wilfried Singo,DF,Monaco,fr Ligue 1,23.0,27,23,2433,ci CIV,DF,fr Ligue 1,23.0,2000.0,23.3,2,1.5,118,2433,ci CIV,DF,fr Ligue 1,23.0,2000.0,23.3,1452,64,1252,8,14,1,37,23,71.4,17,8,43,80,110,6,46.2,43,23
Daley Sinkgraven,DF,Las Palmas,es La Liga,29.0,2,1,2435,nl NED,DF,es La Liga,29.0,1995.0,1.0,0,0.0,3,2435,nl NED,DF,es La Liga,29.0,1995.0,1.0,66,2,50,1,2,0,5,1,33.3,1,1,1,6,2,0,0.0,1,1
Jailson Siqueira,"DF,MF",Celta Vigo,es La Liga,28.0,13,6,2437,br BRA,"DF,MF",es La Liga,28.0,1995.0,6.8,0,0.0,43,2437,br BRA,"DF,MF",es La Liga,28.0,1995.0,6.8,481,6,435,5,5,0,13,11,81.8,6,2,9,22,28,1,25.0,9,11
Leo Skiri Østigård,DF,Rennes,fr Ligue 1,24.0,16,14,2446,no NOR,DF,fr Ligue 1,24.0,1999.0,13.6,0,0.2,50,2446,no NOR,DF,fr Ligue 1,24.0,1999.0,13.6,797,16,676,6,7,0,20,18,68.2,12,2,15,35,81,1,50.0,15,18
Leo Skiri Østigård,DF,Hoffenheim,de Bundesliga,24.0,11,11,2447,no NOR,DF,de Bundesliga,24.0,1999.0,10.3,0,0.1,51,2447,no NOR,DF,de Bundesliga,24.0,1999.0,10.3,577,12,484,2,9,0,9,7,66.7,17,8,9,18,111,1,33.3,9,7
Robert Skov,"DF,MF",Union Berlin,de Bundesliga,28.0,15,11,2450,dk DEN,"DF,MF",de Bundesliga,28.0,1996.0,9.5,2,2.4,36,2450,dk DEN,"DF,MF",de Bundesliga,28.0,1996.0,9.5,463,22,305,10,20,13,15,11,50.0,8,7,8,23,9,11,64.7,8,11
Milan Škriniar,DF,Paris S-G,fr Ligue 1,29.0,5,4,2451,sk SVK,DF,fr Ligue 1,29.0,1995.0,4.2,0,0.1,20,2451,sk SVK,DF,fr Ligue 1,29.0,1995.0,4.2,374,8,361,0,5,0,7,5,100.0,7,1,3,10,16,3,100.0,3,5
Adam Smith,DF,Bournemouth,eng Premier League,33.0,25,19,2455,eng ENG,DF,eng Premier League,33.0,1991.0,17.7,0,0.4,49,2455,eng ENG,DF,eng Premier League,33.0,1991.0,17.7,679,9,514,15,17,1,24,12,51.9,13,8,15,39,49,7,43.8,15,12
Eric Smith,"DF,MF",St. Pauli,de Bundesliga,27.0,32,32,2456,se SWE,"DF,MF",de Bundesliga,27.0,1997.0,31.4,1,1.5,118,2456,se SWE,"DF,MF",de Bundesliga,27.0,1997.0,31.4,1677,143,1355,7,33,27,46,29,57.5,37,27,37,83,104,2,40.0,37,29
Ivan Smolčić,DF,Como,it Serie A,23.0,9,7,2459,hr CRO,DF,it Serie A,23.0,2000.0,7.0,0,0.1,23,2459,hr CRO,DF,it Serie A,23.0,2000.0,7.0,394,15,327,4,4,2,16,9,69.2,8,6,10,26,24,2,100.0,10,9
Eduard Sobol,DF,Strasbourg,fr Ligue 1,29.0,10,0,2460,ua UKR,DF,fr Ligue 1,29.0,1995.0,1.1,0,0.0,3,2460,ua UKR,DF,fr Ligue 1,29.0,1995.0,1.1,34,1,22,1,0,0,0,0,0.0,2,1,2,2,14,0,,2,0
Julio Soler,"DF,FW",Bournemouth,eng Premier League,19.0,3,0,2467,ar ARG,"DF,FW",eng Premier League,19.0,2005.0,0.1,0,0.0,0,2467,ar ARG,"DF,FW",eng Premier League,19.0,2005.0,0.1,14,0,11,1,0,0,1,1,100.0,1,1,0,1,0,0,,0,1
Oumar Solet,DF,Udinese,it Serie A,24.0,19,19,2468,fr FRA,DF,it Serie A,24.0,2000.0,18.6,2,1.2,65,2468,fr FRA,DF,it Serie A,24.0,2000.0,18.6,1110,31,982,8,27,1,33,19,70.0,32,13,17,50,78,5,16.1,17,19
Borna Sosa,DF,Torino,it Serie A,26.0,19,14,2474,hr CRO,DF,it Serie A,26.0,1998.0,13.1,0,0.7,51,2474,hr CRO,DF,it Serie A,26.0,1998.0,13.1,686,12,546,10,17,2,26,19,64.0,13,7,14,40,33,2,28.6,14,19
Matìas Soulé,"MF,DF",Roma,it Serie A,21.0,27,22,2481,ar ARG,"MF,DF",it Serie A,21.0,2003.0,19.8,5,5.2,89,2481,ar ARG,"MF,DF",it Serie A,21.0,2003.0,19.8,955,21,785,15,63,17,26,16,43.5,25,22,9,35,25,54,50.0,9,16
Saidou Sow,DF,Strasbourg,fr Ligue 1,22.0,12,11,2485,gn GUI,DF,fr Ligue 1,22.0,2002.0,11.3,1,0.2,16,2485,gn GUI,DF,fr Ligue 1,22.0,2002.0,11.3,636,13,577,1,6,0,9,5,50.0,15,6,15,24,37,1,50.0,15,5
Saidou Sow,DF,Nantes,fr Ligue 1,22.0,9,9,2486,gn GUI,DF,fr Ligue 1,22.0,2002.0,8.9,0,0.4,15,2486,gn GUI,DF,fr Ligue 1,22.0,2002.0,8.9,399,6,332,1,8,0,17,11,60.0,19,7,13,30,46,2,33.3,13,11
Djed Spence,DF,Tottenham,eng Premier League,23.0,25,19,2487,eng ENG,DF,eng Premier League,23.0,2000.0,19.9,2,1.8,105,2487,eng ENG,DF,eng Premier League,23.0,2000.0,19.9,1161,30,992,19,23,1,47,34,76.7,28,19,21,68,74,31,40.8,21,34
Leonardo Spinazzola,"DF,FW",Napoli,it Serie A,31.0,27,17,2488,it ITA,"DF,FW",it Serie A,31.0,1993.0,16.9,1,3.5,88,2488,it ITA,"DF,FW",it Serie A,31.0,1993.0,16.9,895,15,710,26,38,4,17,10,43.5,12,11,9,26,31,29,45.3,9,10
Anton Stach,"MF,DF",Hoffenheim,de Bundesliga,25.0,30,29,2490,de GER,"MF,DF",de Bundesliga,25.0,1998.0,28.7,2,2.2,152,2490,de GER,"MF,DF",de Bundesliga,25.0,1998.0,28.7,1537,27,1270,26,50,1,66,46,68.1,47,34,46,112,101,18,51.4,46,46
Josip Stanišić,DF,Bayern Munich,de Bundesliga,24.0,14,9,2492,hr CRO,DF,de Bundesliga,24.0,2000.0,9.7,2,1.5,76,2492,hr CRO,DF,de Bundesliga,24.0,2000.0,9.7,782,18,716,4,22,0,13,11,46.7,10,4,6,19,29,2,28.6,6,11
Carl Starfelt,DF,Celta Vigo,es La Liga,29.0,28,26,2495,se SWE,DF,es La Liga,29.0,1995.0,25.2,0,0.2,66,2495,se SWE,DF,es La Liga,29.0,1995.0,25.2,1643,22,1539,4,16,0,40,20,66.7,29,8,31,71,129,0,0.0,31,20
Niklas Stark,DF,Werder Bremen,de Bundesliga,29.0,26,25,2496,de GER,DF,de Bundesliga,29.0,1995.0,23.4,1,0.1,62,2496,de GER,DF,de Bundesliga,29.0,1995.0,23.4,1283,44,1098,8,9,1,33,21,66.7,41,14,36,69,129,0,0.0,36,21
Pascal Stenzel,DF,Stuttgart,de Bundesliga,28.0,10,4,2500,de GER,DF,de Bundesliga,28.0,1996.0,3.2,0,0.6,12,2500,de GER,DF,de Bundesliga,28.0,1996.0,3.2,218,4,181,3,5,5,3,2,40.0,5,4,2,5,6,0,,2,2
Jack Stephens,DF,Southampton,eng Premier League,30.0,19,17,2501,eng ENG,DF,eng Premier League,30.0,1994.0,15.4,0,0.2,63,2501,eng ENG,DF,eng Premier League,30.0,1994.0,15.4,955,19,879,4,13,0,34,20,56.7,20,7,13,47,53,4,100.0,13,20
Leonidas Stergiou,DF,Stuttgart,de Bundesliga,22.0,12,11,2502,ch SUI,DF,de Bundesliga,22.0,2002.0,9.5,2,0.9,39,2502,ch SUI,DF,de Bundesliga,22.0,2002.0,9.5,534,5,440,9,9,1,24,13,84.2,16,11,14,38,39,2,33.3,14,13
Finley Stevens,DF,St. Pauli,de Bundesliga,21.0,1,0,2505,wls WAL,DF,de Bundesliga,21.0,2003.0,0.0,0,0.0,0,2505,wls WAL,DF,de Bundesliga,21.0,2003.0,0.0,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0
John Stones,"DF,MF",Manchester City,eng Premier League,30.0,11,6,2512,eng ENG,"DF,MF",eng Premier League,30.0,1994.0,6.1,0,0.1,21,2512,eng ENG,"DF,MF",eng Premier League,30.0,1994.0,6.1,403,7,367,2,8,0,6,2,100.0,5,2,4,10,19,0,0.0,4,2
Álex Suárez,DF,Las Palmas,es La Liga,31.0,30,30,2516,es ESP,DF,es La Liga,31.0,1993.0,27.3,0,0.1,53,2516,es ESP,DF,es La Liga,31.0,1993.0,27.3,1357,71,1165,13,12,0,40,23,74.1,39,15,13,53,107,2,100.0,13,23
Gabriel Suazo,DF,Toulouse,fr Ligue 1,26.0,30,23,2518,cl CHI,DF,fr Ligue 1,26.0,1997.0,24.0,6,3.8,109,2518,cl CHI,DF,fr Ligue 1,26.0,1997.0,24.0,1248,36,994,27,60,18,59,39,41.7,27,24,36,95,40,11,28.2,36,39
Yukinari Sugawara,"DF,MF",Southampton,eng Premier League,24.0,30,16,2520,jp JPN,"DF,MF",eng Premier League,24.0,2000.0,17.3,1,2.2,72,2520,jp JPN,"DF,MF",eng Premier League,24.0,2000.0,17.3,891,17,713,22,30,5,31,18,61.3,21,11,11,42,53,10,50.0,11,18
Niklas Süle,DF,Dortmund,de Bundesliga,28.0,15,12,2521,de GER,DF,de Bundesliga,28.0,1995.0,11.7,0,0.1,47,2521,de GER,DF,de Bundesliga,28.0,1995.0,11.7,938,19,870,2,14,0,14,12,71.4,11,5,4,18,46,4,57.1,4,12
Daniel Svensson,"DF,FW",Dortmund,de Bundesliga,22.0,12,8,2529,se SWE,"DF,FW",de Bundesliga,22.0,2002.0,8.7,3,1.2,41,2529,se SWE,"DF,FW",de Bundesliga,22.0,2002.0,8.7,497,10,394,12,16,4,15,11,63.6,10,6,5,20,30,3,60.0,5,11
Marin Šverko,DF,Venezia,it Serie A,26.0,16,12,2530,hr CRO,DF,it Serie A,26.0,1998.0,12.4,0,0.3,38,2530,hr CRO,DF,it Serie A,26.0,1998.0,12.4,602,35,495,10,9,2,20,9,83.3,10,5,16,36,45,2,20.0,16,9
Michael Svoboda,DF,Venezia,it Serie A,25.0,16,15,2532,at AUT,DF,it Serie A,25.0,1998.0,14.6,0,0.6,43,2532,at AUT,DF,it Serie A,25.0,1998.0,14.6,829,47,703,8,14,1,26,14,42.1,19,8,22,48,66,1,33.3,22,14
Abakar Sylla,DF,Strasbourg,fr Ligue 1,21.0,21,10,2534,ci CIV,DF,fr Ligue 1,21.0,2002.0,10.6,0,0.1,21,2534,ci CIV,DF,fr Ligue 1,21.0,2002.0,10.6,658,25,583,7,3,0,27,15,88.2,18,8,11,38,63,3,50.0,11,15
Issiaga Sylla,DF,Montpellier,fr Ligue 1,30.0,19,15,2535,gn GUI,DF,fr Ligue 1,30.0,1994.0,12.8,0,0.6,53,2535,gn GUI,DF,fr Ligue 1,30.0,1994.0,12.8,563,7,435,16,12,6,25,10,51.7,13,9,10,35,34,6,40.0,10,10
Nicolás Tagliafico,DF,Lyon,fr Ligue 1,31.0,24,22,2544,ar ARG,DF,fr Ligue 1,31.0,1992.0,21.1,1,0.8,97,2544,ar ARG,DF,fr Ligue 1,31.0,1992.0,21.1,1338,23,1159,24,24,0,57,37,60.4,25,18,36,93,55,4,50.0,36,37
Jonathan Tah,DF,Leverkusen,de Bundesliga,28.0,33,33,2545,de GER,DF,de Bundesliga,28.0,1996.0,33.0,0,0.4,169,2545,de GER,DF,de Bundesliga,28.0,1996.0,33.0,2309,41,2145,7,25,0,19,12,62.5,22,6,36,55,157,2,40.0,36,12
Adrien Tameze,"MF,DF",Torino,it Serie A,30.0,20,9,2546,cm CMR,"MF,DF",it Serie A,30.0,1994.0,7.2,0,0.8,23,2546,cm CMR,"MF,DF",it Serie A,30.0,1994.0,7.2,301,8,259,7,6,0,5,2,10.0,8,3,10,15,8,8,53.3,10,2
