Player,Pos,Squad,Comp,Age,MP,Starts,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Ast_stats_passing,xAG_stats_passing,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,FK_stats_passing_types,Cmp_stats_passing_types,Blocks,PassLive,PassDead,Tkl,TklW,Tkl%,Blocks_stats_defense,Pass,Int,Tkl+Int,Clr,Tkld,Tkld%,Int_stats_misc,TklW_stats_misc
Mattia Bani,DF,Genoa,it Serie A,30.0,20,19,231,it ITA,DF,it Serie A,30.0,1993.0,16.7,0,0.2,25,231,it ITA,DF,it Serie A,30.0,1993.0,16.7,879,30,768,5,6,0,19,10,63.6,13,5,22,41,85,0,0.0,22,10
Noahkai Banks,DF,Augsburg,de Bundesliga,17.0,8,2,232,us USA,DF,de Bundesliga,17.0,2006.0,3.1,0,0.0,8,232,us USA,DF,de Bundesliga,17.0,2006.0,3.1,168,4,156,0,1,0,11,5,42.9,4,3,5,16,28,1,100.0,5,5
Federico Barba,DF,Como,it Serie A,30.0,7,5,236,it ITA,DF,it Serie A,30.0,1993.0,4.8,0,0.0,25,236,it ITA,DF,it Serie A,30.0,1993.0,4.8,292,12,258,0,3,0,2,2,25.0,2,0,4,6,15,0,,4,2
Valentín Barco,"DF,FW",Sevilla,es La Liga,20.0,7,3,237,ar ARG,"DF,FW",es La Liga,20.0,2004.0,3.2,0,0.6,13,237,ar ARG,"DF,FW",es La Liga,20.0,2004.0,3.2,191,9,139,5,5,4,15,9,80.0,0,0,2,17,5,9,69.2,2,9
Valentín Barco,"MF,DF",Strasbourg,fr Ligue 1,20.0,14,14,238,ar ARG,"MF,DF",fr Ligue 1,20.0,2004.0,12.9,2,1.5,64,238,ar ARG,"MF,DF",fr Ligue 1,20.0,2004.0,12.9,777,17,644,16,17,0,36,22,73.3,8,5,13,49,28,10,50.0,13,22
Melvin Bard,"DF,MF",Nice,fr Ligue 1,23.0,24,22,240,fr FRA,"DF,MF",fr Ligue 1,23.0,2000.0,21.5,1,1.9,88,240,fr FRA,"DF,MF",fr Ligue 1,23.0,2000.0,21.5,1166,24,903,29,40,2,53,36,57.1,38,25,29,82,60,26,53.1,29,36
Gabriel Bares,"MF,DF",Montpellier,fr Ligue 1,23.0,6,0,242,ch SUI,"MF,DF",fr Ligue 1,23.0,2000.0,0.6,0,0.0,3,242,ch SUI,"MF,DF",fr Ligue 1,23.0,2000.0,0.6,40,1,34,0,0,0,2,2,50.0,0,0,1,3,3,1,50.0,1,2
Borna Barišić,DF,Leganés,es La Liga,31.0,1,1,243,hr CRO,DF,es La Liga,31.0,1992.0,0.1,0,0.0,0,243,hr CRO,DF,es La Liga,31.0,1992.0,0.1,4,0,3,0,0,0,0,0,,0,0,0,0,0,0,,0,0
Téo Barisic,DF,Lyon,fr Ligue 1,19.0,1,0,244,fr FRA,DF,fr Ligue 1,19.0,2004.0,0.0,0,0.0,0,244,fr FRA,DF,fr Ligue 1,19.0,2004.0,0.0,1,0,1,0,0,0,0,0,,0,0,0,0,1,0,,0,0
Davide Bartesaghi,DF,Milan,it Serie A,18.0,4,1,253,it ITA,DF,it Serie A,18.0,2005.0,1.3,0,0.1,2,253,it ITA,DF,it Serie A,18.0,2005.0,1.3,76,1,65,3,2,0,4,2,100.0,1,0,3,7,1,2,100.0,3,2
Marc Bartra,DF,Betis,es La Liga,33.0,25,23,254,es ESP,DF,es La Liga,33.0,1991.0,23.3,1,0.2,68,254,es ESP,DF,es La Liga,33.0,1991.0,23.3,1163,50,945,8,10,0,33,19,57.7,41,16,33,66,148,8,53.3,33,19
Federico Baschirotto,DF,Lecce,it Serie A,27.0,38,38,255,it ITA,DF,it Serie A,27.0,1996.0,38.0,0,0.2,71,255,it ITA,DF,it Serie A,27.0,1996.0,38.0,1635,78,1409,5,13,2,37,25,78.6,44,12,23,60,237,0,0.0,23,25
Calvin Bassey,DF,Fulham,eng Premier League,24.0,35,34,257,ng NGA,DF,eng Premier League,24.0,1999.0,34.2,0,0.1,116,257,ng NGA,DF,eng Premier League,24.0,1999.0,34.2,2155,48,1934,17,19,1,54,34,71.0,40,23,20,74,118,11,33.3,20,34
Alessandro Bastoni,DF,Inter,it Serie A,25.0,32,30,259,it ITA,DF,it Serie A,25.0,1999.0,25.9,5,2.3,162,259,it ITA,DF,it Serie A,25.0,1999.0,25.9,2225,74,1966,18,61,4,46,23,66.7,25,12,21,67,52,5,31.3,21,23
Dylan Batubinsika,DF,Saint-Étienne,fr Ligue 1,28.0,25,22,262,cd COD,DF,fr Ligue 1,28.0,1996.0,22.4,0,0.2,51,262,cd COD,DF,fr Ligue 1,28.0,1996.0,22.4,1217,28,1112,4,8,0,26,13,59.1,23,9,39,65,140,2,22.2,39,13
Maximilian Bauer,DF,Augsburg,de Bundesliga,24.0,11,8,263,de GER,DF,de Bundesliga,24.0,2000.0,7.3,0,0.1,30,263,de GER,DF,de Bundesliga,24.0,2000.0,7.3,340,11,275,2,2,0,14,8,64.3,10,6,6,20,35,0,,6,8
Timo Becker,DF,Holstein Kiel,de Bundesliga,27.0,30,28,271,de GER,DF,de Bundesliga,27.0,1997.0,27.2,2,0.8,57,271,de GER,DF,de Bundesliga,27.0,1997.0,27.2,1026,41,794,26,22,1,53,33,73.9,30,13,17,70,110,14,53.8,17,33
Jan Bednarek,DF,Southampton,eng Premier League,28.0,30,30,272,pl POL,DF,eng Premier League,28.0,1996.0,28.1,0,0.5,60,272,pl POL,DF,eng Premier League,28.0,1996.0,28.1,1687,33,1564,4,15,0,36,19,51.6,47,11,56,92,190,0,0.0,56,19
Hannes Behrens,DF,Hoffenheim,de Bundesliga,,1,0,274,de GER,DF,de Bundesliga,,,0.3,0,0.0,1,274,de GER,DF,de Bundesliga,,,0.3,22,0,16,0,1,1,1,1,,1,1,2,3,0,0,0.0,2,1
Luken Beitia,DF,Real Sociedad,es La Liga,20.0,1,0,277,es ESP,DF,es La Liga,20.0,2004.0,0.1,0,0.0,0,277,es ESP,DF,es La Liga,20.0,2004.0,0.1,5,0,5,0,0,0,1,1,100.0,0,0,0,1,2,0,,0,1
Ismael Bekhoucha,"MF,DF",Getafe,es La Liga,19.0,5,0,278,ma MAR,"MF,DF",es La Liga,19.0,2004.0,0.8,0,0.0,1,278,ma MAR,"MF,DF",es La Liga,19.0,2004.0,0.8,24,2,17,0,1,0,1,1,50.0,2,1,2,3,2,1,33.3,2,1
Stefan Bell,DF,Mainz 05,de Bundesliga,32.0,18,15,283,de GER,DF,de Bundesliga,32.0,1991.0,16.0,1,1.0,38,283,de GER,DF,de Bundesliga,32.0,1991.0,16.0,719,20,565,4,7,0,22,12,64.3,16,2,28,50,107,3,50.0,28,12
Armel Bella Kotchap,DF,Southampton,eng Premier League,22.0,4,2,284,de GER,DF,eng Premier League,22.0,2001.0,3.7,0,0.0,5,284,de GER,DF,eng Premier League,22.0,2001.0,3.7,224,4,202,1,1,0,7,5,50.0,2,0,5,12,21,1,100.0,5,5
Raoul Bellanova,DF,Torino,it Serie A,24.0,1,1,285,it ITA,DF,it Serie A,24.0,2000.0,1.0,0,0.1,0,285,it ITA,DF,it Serie A,24.0,2000.0,1.0,43,0,31,0,1,0,0,0,0.0,0,0,0,0,4,1,100.0,0,0
Raoul Bellanova,DF,Atalanta,it Serie A,24.0,34,27,286,it ITA,DF,it Serie A,24.0,2000.0,26.7,9,4.7,87,286,it ITA,DF,it Serie A,24.0,2000.0,26.7,1264,10,977,37,45,8,24,14,61.9,12,9,18,42,45,23,47.9,18,14
Héctor Bellerín,DF,Betis,es La Liga,29.0,9,6,288,es ESP,DF,es La Liga,29.0,1995.0,6.4,2,2.0,24,288,es ESP,DF,es La Liga,29.0,1995.0,6.4,328,6,270,6,11,0,13,7,58.8,5,2,6,19,21,2,25.0,6,7
Jeanuël Belocian,"DF,MF",Leverkusen,de Bundesliga,19.0,5,1,290,fr FRA,"DF,MF",de Bundesliga,19.0,2005.0,0.8,0,0.0,3,290,fr FRA,"DF,MF",de Bundesliga,19.0,2005.0,0.8,40,1,34,1,0,0,1,1,100.0,0,0,0,1,2,0,0.0,0,1
Ramy Bensebaini,DF,Dortmund,de Bundesliga,29.0,31,23,302,dz ALG,DF,de Bundesliga,29.0,1995.0,22.5,6,3.2,128,302,dz ALG,DF,de Bundesliga,29.0,1995.0,22.5,1478,41,1273,18,33,3,51,25,64.7,42,33,33,84,86,11,61.1,33,25
Lucas Beraldo,DF,Paris S-G,fr Ligue 1,20.0,25,22,306,br BRA,DF,fr Ligue 1,20.0,2003.0,22.3,0,0.4,131,306,br BRA,DF,fr Ligue 1,20.0,2003.0,22.3,2132,29,2013,6,22,0,38,31,62.2,16,8,21,59,63,0,0.0,21,31
Yuri Berchiche,DF,Athletic Club,es La Liga,34.0,30,22,307,es ESP,DF,es La Liga,34.0,1990.0,22.7,2,2.2,161,307,es ESP,DF,es La Liga,34.0,1990.0,22.7,1398,27,1174,19,33,3,33,21,57.6,25,20,27,60,72,8,50.0,27,21
Bernardo,DF,Bochum,de Bundesliga,29.0,21,19,316,br BRA,DF,de Bundesliga,29.0,1995.0,19.8,0,0.7,100,316,br BRA,DF,de Bundesliga,29.0,1995.0,19.8,991,26,730,30,18,1,46,28,73.0,38,21,26,72,103,2,40.0,26,28
Juan Bernat,"DF,MF",Villarreal,es La Liga,31.0,10,1,317,es ESP,"DF,MF",es La Liga,31.0,1993.0,2.4,1,0.4,8,317,es ESP,"DF,MF",es La Liga,31.0,1993.0,2.4,130,2,101,4,7,0,9,7,80.0,3,2,1,10,4,5,62.5,1,7
Juan Bernat,"MF,DF",Getafe,es La Liga,31.0,14,9,318,es ESP,"MF,DF",es La Liga,31.0,1993.0,7.8,1,0.7,14,318,es ESP,"MF,DF",es La Liga,31.0,1993.0,7.8,198,0,142,14,10,0,19,13,58.3,9,6,2,21,12,11,47.8,2,13
Maxime Bernauer,DF,Saint-Étienne,fr Ligue 1,26.0,11,9,319,fr FRA,DF,fr Ligue 1,26.0,1998.0,8.5,0,0.0,41,319,fr FRA,DF,fr Ligue 1,26.0,1998.0,8.5,469,12,413,3,7,0,9,9,62.5,7,4,5,14,44,1,33.3,5,9
Victor Bernth Kristiansen,DF,Leicester City,eng Premier League,21.0,30,29,322,dk DEN,DF,eng Premier League,21.0,2002.0,27.6,1,1.4,70,322,dk DEN,DF,eng Premier League,21.0,2002.0,27.6,1321,40,1023,24,33,6,87,51,53.8,38,23,42,129,75,9,50.0,42,51
Juan Berrocal,DF,Getafe,es La Liga,25.0,19,11,324,es ESP,DF,es La Liga,25.0,1999.0,11.8,0,0.0,25,324,es ESP,DF,es La Liga,25.0,1999.0,11.8,377,17,287,1,4,1,14,7,71.4,6,3,15,29,59,0,,15,7
Sam Beukema,DF,Bologna,it Serie A,25.0,35,33,328,nl NED,DF,it Serie A,25.0,1998.0,33.5,1,0.9,153,328,nl NED,DF,it Serie A,25.0,1998.0,33.5,2114,69,1826,12,31,2,54,29,53.7,36,15,30,84,111,0,0.0,30,29
Jaka Bijol,DF,Udinese,it Serie A,25.0,34,34,332,si SVN,DF,it Serie A,25.0,1999.0,32.9,0,0.6,98,332,si SVN,DF,it Serie A,25.0,1999.0,32.9,1712,41,1432,6,26,1,43,25,52.5,38,20,38,81,182,1,33.3,38,25
Cristiano Biraghi,DF,Torino,it Serie A,31.0,15,13,336,it ITA,DF,it Serie A,31.0,1992.0,12.9,0,2.7,36,336,it ITA,DF,it Serie A,31.0,1992.0,12.9,717,38,513,17,23,14,16,10,61.1,15,11,8,24,44,6,75.0,8,10
Cristiano Biraghi,DF,Fiorentina,it Serie A,31.0,8,5,337,it ITA,DF,it Serie A,31.0,1992.0,4.8,0,0.3,15,337,it ITA,DF,it Serie A,31.0,1992.0,4.8,309,28,259,5,3,5,4,4,28.6,2,2,4,8,11,0,,4,4
Samuele Birindelli,"DF,MF",Monza,it Serie A,25.0,21,18,338,it ITA,"DF,MF",it Serie A,25.0,1999.0,16.3,0,1.4,35,338,it ITA,"DF,MF",it Serie A,25.0,1999.0,16.3,621,5,470,17,30,2,22,15,42.9,15,13,10,32,34,3,30.0,10,15
Emmanuel Biumla,DF,Angers,fr Ligue 1,19.0,17,15,342,fr FRA,DF,fr Ligue 1,19.0,2005.0,14.8,0,0.0,16,342,fr FRA,DF,fr Ligue 1,19.0,2005.0,14.8,499,21,440,2,4,0,19,12,66.7,18,10,8,27,84,4,33.3,8,12
Bjarki Bjarkason,"DF,MF",Venezia,it Serie A,24.0,9,1,344,is ISL,"DF,MF",it Serie A,24.0,2000.0,1.8,0,0.1,10,344,is ISL,"DF,MF",it Serie A,24.0,2000.0,1.8,89,0,78,3,1,0,3,2,50.0,1,1,2,5,4,3,50.0,2,2
Daley Blind,DF,Girona,es La Liga,34.0,34,31,347,nl NED,DF,es La Liga,34.0,1990.0,30.9,2,1.6,272,347,nl NED,DF,es La Liga,34.0,1990.0,30.9,2610,65,2318,29,43,2,49,27,64.6,32,23,32,81,94,11,39.3,32,27
Sacha Boey,DF,Bayern Munich,de Bundesliga,23.0,13,6,352,fr FRA,DF,de Bundesliga,23.0,2000.0,6.6,2,1.2,39,352,fr FRA,DF,de Bundesliga,23.0,2000.0,6.6,500,4,462,4,8,0,20,5,72.2,6,6,2,22,14,11,57.9,2,5
Lamare Bogarde,"DF,MF",Aston Villa,eng Premier League,20.0,8,5,354,nl NED,"DF,MF",eng Premier League,20.0,2004.0,5.3,0,0.1,14,354,nl NED,"DF,MF",eng Premier League,20.0,2004.0,5.3,272,14,240,1,8,1,14,6,62.5,5,2,1,15,13,1,25.0,1,6
Adama Boiro,"DF,FW",Athletic Club,es La Liga,22.0,18,13,356,es ESP,"DF,FW",es La Liga,22.0,2002.0,12.2,0,0.5,46,356,es ESP,"DF,FW",es La Liga,22.0,2002.0,12.2,502,6,401,10,12,1,20,11,66.7,10,7,12,32,27,16,61.5,12,11
Willy Boly,DF,Nott'ham Forest,eng Premier League,33.0,6,1,357,ci CIV,DF,eng Premier League,33.0,1991.0,1.7,0,0.0,2,357,ci CIV,DF,eng Premier League,33.0,1991.0,1.7,70,1,55,0,0,0,6,1,100.0,4,2,3,9,12,0,,3,1
Moïse Bombito,DF,Nice,fr Ligue 1,24.0,27,25,358,ca CAN,DF,fr Ligue 1,24.0,2000.0,24.4,0,0.2,97,358,ca CAN,DF,fr Ligue 1,24.0,2000.0,24.4,1404,29,1266,8,17,0,37,25,68.6,35,16,18,55,121,4,23.5,18,25
Kevin Bonifazi,DF,Lecce,it Serie A,28.0,3,0,362,it ITA,DF,it Serie A,28.0,1996.0,0.7,0,0.0,1,362,it ITA,DF,it Serie A,28.0,1996.0,0.7,42,3,37,0,0,0,1,1,100.0,1,0,2,3,3,1,50.0,2,1
Sebastiaan Bornauw,DF,Wolfsburg,de Bundesliga,25.0,15,8,364,be BEL,DF,de Bundesliga,25.0,1999.0,8.8,1,0.5,21,364,be BEL,DF,de Bundesliga,25.0,1999.0,8.8,330,11,270,3,3,0,9,6,50.0,14,2,12,21,36,1,100.0,12,6
Sven Botman,DF,Newcastle Utd,eng Premier League,24.0,8,6,365,nl NED,DF,eng Premier League,24.0,2000.0,4.6,0,0.5,7,365,nl NED,DF,eng Premier League,24.0,2000.0,4.6,246,7,220,0,1,0,12,9,77.8,5,1,5,17,25,1,33.3,5,9
Justin Bourgault,DF,Brest,fr Ligue 1,18.0,2,2,372,fr FRA,DF,fr Ligue 1,18.0,2005.0,1.4,0,0.1,4,372,fr FRA,DF,fr Ligue 1,18.0,2005.0,1.4,74,0,54,2,2,0,2,1,,0,0,0,2,1,0,,0,1
Enzo Boyomo,DF,Osasuna,es La Liga,22.0,34,33,376,cm CMR,DF,es La Liga,22.0,2001.0,33.2,0,0.9,111,376,cm CMR,DF,es La Liga,22.0,2001.0,33.2,1402,50,1220,9,12,0,68,43,76.9,34,15,44,112,137,6,37.5,44,43
Enzo Boyomo,DF,Valladolid,es La Liga,22.0,3,3,377,cm CMR,DF,es La Liga,22.0,2001.0,3.0,0,0.0,7,377,cm CMR,DF,es La Liga,22.0,2001.0,3.0,190,4,174,0,1,0,6,2,100.0,4,1,1,7,7,0,0.0,1,2
Domagoj Bradarić,DF,Hellas Verona,it Serie A,24.0,28,24,378,hr CRO,DF,it Serie A,24.0,1999.0,21.5,0,2.2,46,378,hr CRO,DF,it Serie A,24.0,1999.0,21.5,780,21,565,25,30,12,36,28,62.1,17,13,15,51,49,18,48.6,15,28
Conor Bradley,DF,Liverpool,eng Premier League,21.0,19,7,379,nir NIR,DF,eng Premier League,21.0,2003.0,8.4,2,1.4,33,379,nir NIR,DF,eng Premier League,21.0,2003.0,8.4,544,13,456,12,13,0,14,10,50.0,9,7,4,18,31,12,48.0,4,10
Jarrad Branthwaite,DF,Everton,eng Premier League,22.0,30,28,382,eng ENG,DF,eng Premier League,22.0,2002.0,27.9,1,0.7,66,382,eng ENG,DF,eng Premier League,22.0,2002.0,27.9,1198,38,984,7,11,1,36,20,71.4,31,8,27,63,191,2,33.3,27,20
Lilian Brassier,DF,Marseille,fr Ligue 1,24.0,12,9,384,fr FRA,DF,fr Ligue 1,24.0,1999.0,8.7,0,0.0,40,384,fr FRA,DF,fr Ligue 1,24.0,1999.0,8.7,653,12,560,6,3,0,8,6,83.3,8,5,9,17,28,6,66.7,9,6
Lilian Brassier,DF,Rennes,fr Ligue 1,24.0,14,14,385,fr FRA,DF,fr Ligue 1,24.0,1999.0,13.7,1,0.3,75,385,fr FRA,DF,fr Ligue 1,24.0,1999.0,13.7,919,27,787,8,16,1,15,12,81.8,17,7,22,37,62,0,0.0,22,12
James Bree,DF,Southampton,eng Premier League,26.0,17,13,388,eng ENG,DF,eng Premier League,26.0,1997.0,11.9,1,0.9,34,388,eng ENG,DF,eng Premier League,26.0,1997.0,11.9,599,9,500,9,13,2,19,14,40.0,10,7,9,28,29,2,25.0,9,14
Gleison Bremer,DF,Juventus,it Serie A,27.0,6,6,390,br BRA,DF,it Serie A,27.0,1997.0,6.0,0,0.0,21,390,br BRA,DF,it Serie A,27.0,1997.0,6.0,504,6,468,0,2,0,15,7,80.0,15,4,6,21,16,1,25.0,6,7
Anthony Briançon,DF,Saint-Étienne,fr Ligue 1,29.0,1,0,395,fr FRA,DF,fr Ligue 1,29.0,1994.0,0.0,0,0.0,0,395,fr FRA,DF,fr Ligue 1,29.0,1994.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0
Arvid Brorsson,DF,Monza,it Serie A,25.0,6,3,399,se SWE,DF,it Serie A,25.0,1999.0,4.0,0,0.0,9,399,se SWE,DF,it Serie A,25.0,1999.0,4.0,247,7,224,0,0,1,4,3,40.0,9,1,2,6,35,0,0.0,2,3
Nathaniel Brown,"DF,MF",Eint Frankfurt,de Bundesliga,21.0,26,22,401,de GER,"DF,MF",de Bundesliga,21.0,2003.0,21.6,6,5.1,63,401,de GER,"DF,MF",de Bundesliga,21.0,2003.0,21.6,901,19,727,28,44,16,71,42,80.0,30,30,15,86,55,17,51.5,15,42
Tajon Buchanan,"DF,FW",Inter,it Serie A,25.0,6,0,404,ca CAN,"DF,FW",it Serie A,25.0,1999.0,1.1,0,0.1,2,404,ca CAN,"DF,FW",it Serie A,25.0,1999.0,1.1,48,2,40,1,1,0,3,0,50.0,0,0,0,3,3,4,44.4,0,0
Santiago Bueno,DF,Wolves,eng Premier League,25.0,29,18,410,uy URU,DF,eng Premier League,25.0,1998.0,18.7,0,0.0,28,410,uy URU,DF,eng Premier League,25.0,1998.0,18.7,842,21,741,9,10,1,41,21,77.3,36,15,15,56,70,4,100.0,15,21
Marius Bülter,"FW,DF",Hoffenheim,de Bundesliga,31.0,25,22,412,de GER,"FW,DF",de Bundesliga,31.0,1993.0,19.2,2,3.1,35,412,de GER,"FW,DF",de Bundesliga,31.0,1993.0,19.2,586,2,394,31,34,0,13,10,52.9,10,7,4,17,14,22,46.8,4,10
Alessandro Buongiorno,DF,Napoli,it Serie A,25.0,22,22,414,it ITA,DF,it Serie A,25.0,1999.0,21.4,0,0.6,82,414,it ITA,DF,it Serie A,25.0,1999.0,21.4,1279,39,1161,8,18,0,39,23,75.0,30,12,35,74,73,3,42.9,35,23
Cameron Burgess,DF,Ipswich Town,eng Premier League,28.0,18,16,415,au AUS,DF,eng Premier League,28.0,1995.0,17.1,2,0.5,42,415,au AUS,DF,eng Premier League,28.0,1995.0,17.1,774,28,626,7,14,0,17,12,81.8,20,5,14,31,128,0,,14,12
Dan Burn,DF,Newcastle Utd,eng Premier League,32.0,37,37,418,eng ENG,DF,eng Premier League,32.0,1992.0,37.0,1,0.9,75,418,eng ENG,DF,eng Premier League,32.0,1992.0,37.0,2006,25,1774,16,21,1,39,24,55.6,36,10,27,66,197,1,25.0,27,24
Wes Burns,"FW,DF",Ipswich Town,eng Premier League,29.0,18,12,420,wls WAL,"FW,DF",eng Premier League,29.0,1994.0,10.3,1,1.6,8,420,wls WAL,"FW,DF",eng Premier League,29.0,1994.0,10.3,253,1,153,24,12,0,13,11,40.0,7,5,10,23,13,14,58.3,10,11
Marnon Busch,"DF,MF",Heidenheim,de Bundesliga,29.0,23,15,421,de GER,"DF,MF",de Bundesliga,29.0,1994.0,15.5,1,1.1,63,421,de GER,"DF,MF",de Bundesliga,29.0,1994.0,15.5,845,25,614,16,21,4,26,17,71.9,23,13,13,39,65,4,50.0,13,17
Aurélio Buta,DF,Reims,fr Ligue 1,27.0,27,24,423,pt POR,DF,fr Ligue 1,27.0,1997.0,21.9,1,0.8,83,423,pt POR,DF,fr Ligue 1,27.0,1997.0,21.9,991,14,819,18,23,5,37,24,50.0,19,14,22,59,59,11,50.0,22,24
Leandro Cabrera,DF,Espanyol,es La Liga,33.0,33,32,430,uy URU,DF,es La Liga,33.0,1991.0,31.9,2,0.9,69,430,uy URU,DF,es La Liga,33.0,1991.0,31.9,1442,58,1084,13,17,0,40,23,57.6,35,10,30,70,199,1,50.0,30,23
Liberato Cacace,"MF,DF",Empoli,it Serie A,23.0,33,24,431,nz NZL,"MF,DF",it Serie A,23.0,2000.0,24.8,4,1.7,70,431,nz NZL,"MF,DF",it Serie A,23.0,2000.0,24.8,912,25,619,32,33,14,37,25,71.0,26,17,22,59,59,34,66.7,22,25
Alessio Cacciamani,"MF,DF",Torino,it Serie A,17.0,2,0,432,it ITA,"MF,DF",it Serie A,17.0,2007.0,0.3,0,0.0,1,432,it ITA,"MF,DF",it Serie A,17.0,2007.0,0.3,15,0,12,2,1,0,0,0,,0,0,1,1,0,0,0.0,1,0
Anthony Caci,DF,Mainz 05,de Bundesliga,27.0,33,33,433,fr FRA,DF,de Bundesliga,27.0,1997.0,29.8,7,6.6,133,433,fr FRA,DF,de Bundesliga,27.0,1997.0,29.8,1655,26,1188,61,73,17,60,40,63.6,33,25,27,87,47,31,48.4,27,40
Moisés Caicedo,"MF,DF",Chelsea,eng Premier League,22.0,38,38,435,ec ECU,"MF,DF",eng Premier League,22.0,2001.0,37.2,2,3.0,215,435,ec ECU,"MF,DF",eng Premier League,22.0,2001.0,37.2,2194,47,1967,20,86,0,114,73,62.8,49,39,49,163,60,22,34.4,49,73
Davide Calabria,DF,Bologna,it Serie A,27.0,11,7,438,it ITA,DF,it Serie A,27.0,1996.0,7.0,1,1.3,40,438,it ITA,DF,it Serie A,27.0,1996.0,7.0,429,16,354,8,22,1,12,8,41.7,4,4,3,15,22,3,100.0,3,8
Davide Calabria,DF,Milan,it Serie A,27.0,7,4,439,it ITA,DF,it Serie A,27.0,1996.0,3.5,0,0.2,24,439,it ITA,DF,it Serie A,27.0,1996.0,3.5,223,5,193,5,6,1,10,7,57.1,1,1,8,18,8,1,20.0,8,7
Riccardo Calafiori,DF,Arsenal,eng Premier League,22.0,19,11,440,it ITA,DF,eng Premier League,22.0,2002.0,10.9,1,0.3,54,440,it ITA,DF,eng Premier League,22.0,2002.0,10.9,549,7,470,11,11,0,27,19,62.1,12,6,9,36,25,3,23.1,9,19
Luca Caldirola,DF,Monza,it Serie A,33.0,14,10,441,it ITA,DF,it Serie A,33.0,1991.0,9.7,0,0.1,22,441,it ITA,DF,it Serie A,33.0,1991.0,9.7,615,29,556,2,5,0,11,7,57.1,9,3,11,22,43,0,0.0,11,7
Fernando Calero,"DF,MF",Espanyol,es La Liga,28.0,21,6,442,es ESP,"DF,MF",es La Liga,28.0,1995.0,7.9,0,0.0,17,442,es ESP,"DF,MF",es La Liga,28.0,1995.0,7.9,381,9,325,2,5,0,18,10,66.7,16,7,16,34,50,0,,16,10
Duje Ćaleta-Car,DF,Lyon,fr Ligue 1,27.0,19,17,443,hr CRO,DF,fr Ligue 1,27.0,1996.0,17.6,0,0.1,46,443,hr CRO,DF,fr Ligue 1,27.0,1996.0,17.6,985,28,896,5,5,0,20,12,52.6,33,8,17,37,97,1,50.0,17,12
Ousmane Camara,DF,Angers,fr Ligue 1,21.0,3,3,450,fr FRA,DF,fr Ligue 1,21.0,2003.0,2.8,0,0.0,3,450,fr FRA,DF,fr Ligue 1,21.0,2003.0,2.8,101,3,91,1,4,0,4,3,50.0,1,0,0,4,18,0,,0,3
Eduardo Camavinga,"MF,DF",Real Madrid,es La Liga,21.0,19,11,452,fr FRA,"MF,DF",es La Liga,21.0,2002.0,12.2,2,0.8,61,452,fr FRA,"MF,DF",es La Liga,21.0,2002.0,12.2,793,17,700,11,25,1,42,26,57.6,24,16,18,60,23,10,32.3,18,26
Andrea Cambiaso,"DF,FW",Juventus,it Serie A,24.0,33,25,454,it ITA,"DF,FW",it Serie A,24.0,2000.0,24.7,3,2.6,111,454,it ITA,"DF,FW",it Serie A,24.0,2000.0,24.7,1667,24,1476,39,67,7,46,30,61.4,24,20,16,62,34,18,36.0,16,30
Emre Can,"DF,MF",Dortmund,de Bundesliga,30.0,31,23,460,de GER,"DF,MF",de Bundesliga,30.0,1994.0,23.4,0,0.7,116,460,de GER,"DF,MF",de Bundesliga,30.0,1994.0,23.4,1905,45,1705,10,28,0,50,28,50.0,31,14,20,70,89,9,34.6,20,28
Fali Candé,DF,Venezia,it Serie A,26.0,17,17,463,gw GNB,DF,it Serie A,26.0,1998.0,17.0,1,0.6,47,463,gw GNB,DF,it Serie A,26.0,1998.0,17.0,939,44,761,11,10,2,25,19,69.6,21,6,15,40,90,0,0.0,15,19
Antonio Candela,DF,Venezia,it Serie A,24.0,14,12,464,it ITA,DF,it Serie A,24.0,2000.0,11.2,1,0.8,27,464,it ITA,DF,it Serie A,24.0,2000.0,11.2,403,3,299,5,13,1,31,21,69.2,7,2,8,39,22,5,41.7,8,21
Antonio Candela,DF,Valladolid,es La Liga,24.0,12,12,465,it ITA,DF,es La Liga,24.0,2000.0,10.1,0,0.8,22,465,it ITA,DF,es La Liga,24.0,2000.0,10.1,443,9,342,6,7,1,9,6,36.4,11,5,6,15,33,9,60.0,6,6
Jaydee Canvot,"DF,MF",Toulouse,fr Ligue 1,18.0,18,12,467,fr FRA,"DF,MF",fr Ligue 1,18.0,2006.0,12.3,0,0.7,41,467,fr FRA,"DF,MF",fr Ligue 1,18.0,2006.0,12.3,536,8,462,11,13,0,23,11,66.7,10,8,11,34,54,3,30.0,11,11
Andrea Carboni,DF,Monza,it Serie A,23.0,26,25,477,it ITA,DF,it Serie A,23.0,2001.0,24.3,1,0.3,51,477,it ITA,DF,it Serie A,23.0,2001.0,24.3,1157,27,989,16,11,0,60,35,66.0,31,15,27,87,106,4,44.4,27,35
