Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,PPA,Succ,PrgC,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,PPA_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,PrgC_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90
Marvin Pieringer,de GER,"FW,MF",STRIKER,Heidenheim,de Bundesliga,24.0,31,26,2206,24.5,4,4.0,30,59,5,11,12,16,23,35,115,2.81,0.29,7,8.9,57,17,0.07,0.24,0.163,0.163,1.224,2.408,0.204,0.449,0.49,0.653,1.429,4.694,0.939,0.286,0.363,2.327,0.694
Santiago Pierotti,ar ARG,FW,WINGER/STRIKER,Lecce,it Serie A,23.0,36,22,1937,21.5,2,2.4,25,38,2,17,9,22,43,49,85,2.32,0.09,4,3.1,32,7,0.13,0.57,0.093,0.112,1.163,1.767,0.093,0.791,0.419,1.023,2.279,3.953,2.0,0.186,0.144,1.488,0.326
Andrea Pinamonti,it ITA,FW,STRIKER,Genoa,it Serie A,25.0,36,33,2850,31.7,1,1.7,15,46,4,17,9,11,20,23,132,1.52,0.16,10,7.7,78,29,0.13,0.34,0.032,0.054,0.473,1.451,0.126,0.536,0.284,0.347,0.726,4.164,0.631,0.315,0.243,2.461,0.915
Yeremi Pino,es ESP,"MF,FW",WINGER,Villarreal,es La Liga,21.0,34,25,1934,21.5,7,5.3,37,66,6,47,32,25,42,58,213,3.12,0.51,4,3.9,29,8,0.14,0.5,0.326,0.247,1.721,3.07,0.279,2.186,1.488,1.163,2.698,9.907,1.953,0.186,0.181,1.349,0.372
Alassane Pléa,fr FRA,"MF,FW",STRIKER,Gladbach,de Bundesliga,31.0,30,24,1902,21.1,4,3.1,25,116,15,45,35,17,51,43,141,3.41,0.66,11,7.4,41,12,0.24,0.83,0.19,0.147,1.185,5.498,0.711,2.133,1.659,0.806,2.038,6.682,2.417,0.521,0.351,1.943,0.569
Joel Pohjanpalo,fi FIN,FW,STRIKER,Venezia,it Serie A,29.0,20,19,1603,17.8,0,1.7,15,29,3,3,7,3,9,10,72,1.85,0.17,6,7.5,34,13,0.09,0.23,0.0,0.096,0.843,1.629,0.169,0.169,0.393,0.169,0.562,4.045,0.506,0.337,0.421,1.91,0.73
Matteo Politano,it ITA,"FW,MF",WINGER,Napoli,it Serie A,30.0,37,34,2804,31.2,4,4.8,56,129,1,229,55,32,135,80,278,3.37,0.32,3,3.1,56,14,0.05,0.21,0.128,0.154,1.795,4.135,0.032,7.34,1.763,1.026,2.564,8.91,4.327,0.096,0.099,1.795,0.449
Portu,es ESP,"FW,MF",WINGER/STRIKER,Girona,es La Liga,32.0,27,6,779,8.7,2,1.7,14,16,1,26,7,4,20,10,79,2.88,0.46,1,1.6,8,3,0.13,0.33,0.23,0.195,1.609,1.839,0.115,2.989,0.805,0.46,1.149,9.08,2.299,0.115,0.184,0.92,0.345
Abdón Prats,es ESP,"FW,MF",STRIKER,Mallorca,es La Liga,31.0,24,3,456,5.1,0,0.1,3,7,0,0,1,1,0,3,14,1.39,0.2,2,2.2,13,4,0.08,0.25,0.0,0.02,0.588,1.373,0.0,0.0,0.196,0.196,0.588,2.745,0.0,0.392,0.431,2.549,0.784
Javi Puado,es ESP,"FW,MF",STRIKER,Espanyol,es La Liga,26.0,35,35,2974,33.0,4,3.0,22,75,6,27,15,21,73,61,113,1.66,0.21,12,11.6,66,19,0.11,0.37,0.121,0.091,0.667,2.273,0.182,0.818,0.455,0.636,1.848,3.424,2.212,0.364,0.352,2.0,0.576
Christian Pulisic,us USA,"FW,MF",WINGER,Milan,it Serie A,25.0,34,29,2478,27.5,9,6.4,69,105,15,119,35,39,121,87,191,4.54,0.51,11,12.0,53,20,0.15,0.4,0.327,0.233,2.509,3.818,0.545,4.327,1.273,1.418,3.164,6.945,4.4,0.4,0.436,1.927,0.727
Dani Raba,es ESP,"FW,MF",WINGER,Leganés,es La Liga,28.0,29,24,1879,20.9,6,5.3,47,69,15,90,24,46,42,91,101,5.12,0.67,8,7.5,39,12,0.1,0.33,0.287,0.254,2.249,3.301,0.718,4.306,1.148,2.201,4.354,4.833,2.01,0.383,0.359,1.866,0.574
Benito Ramírez,es ESP,"DF,FW",WINGER,Las Palmas,es La Liga,29.0,19,2,478,5.3,0,0.9,13,16,0,39,8,3,14,15,62,5.29,0.0,0,0.3,10,1,0.0,0.0,0.0,0.17,2.453,3.019,0.0,7.358,1.509,0.566,2.83,11.698,2.642,0.0,0.057,1.887,0.189
Sandro Ramírez,es ESP,"FW,MF",WINGER/STRIKER,Las Palmas,es La Liga,29.0,31,25,2034,22.6,3,3.4,28,52,3,122,10,16,52,47,121,2.61,0.27,9,4.1,51,20,0.16,0.4,0.133,0.15,1.239,2.301,0.133,5.398,0.442,0.708,2.08,5.354,2.301,0.398,0.181,2.257,0.885
Gonçalo Ramos,pt POR,FW,STRIKER,Paris S-G,fr Ligue 1,23.0,22,12,1066,11.8,3,2.2,15,24,2,1,9,1,11,11,63,2.54,0.51,10,13.6,52,29,0.15,0.28,0.254,0.186,1.271,2.034,0.169,0.085,0.763,0.085,0.932,5.339,0.932,0.847,1.153,4.407,2.458
Jacob Ramsey,eng ENG,"FW,MF",WINGER/STRIKER,Aston Villa,eng Premier League,23.0,29,19,1623,18.0,3,2.3,21,68,3,12,21,25,61,46,114,2.83,0.44,1,1.6,19,4,0.05,0.25,0.167,0.128,1.167,3.778,0.167,0.667,1.167,1.389,2.556,6.333,3.389,0.056,0.089,1.056,0.222
Lilian Raolisoa,fr FRA,"DF,FW",WINGER,Angers,fr Ligue 1,24.0,29,14,1318,14.6,3,2.0,14,47,4,77,16,23,33,53,62,2.19,0.27,0,0.7,14,1,0.0,0.0,0.205,0.137,0.959,3.219,0.274,5.274,1.096,1.575,3.63,4.247,2.26,0.0,0.048,0.959,0.068
Raphinha,br BRA,"FW,MF",WINGER,Barcelona,es La Liga,27.0,36,32,2839,31.5,9,12.7,91,135,11,215,67,52,94,103,349,5.17,0.7,18,19.2,112,40,0.14,0.4,0.286,0.403,2.889,4.286,0.349,6.825,2.127,1.651,3.27,11.079,2.984,0.571,0.61,3.556,1.27
Marcus Rashford,eng ENG,"FW,MF",STRIKER,Manchester Utd,eng Premier League,26.0,15,12,978,10.9,1,2.1,15,21,6,27,16,9,20,39,79,2.67,0.09,4,1.7,16,9,0.25,0.44,0.092,0.193,1.376,1.927,0.55,2.477,1.468,0.826,3.578,7.248,1.835,0.367,0.156,1.468,0.826
Giacomo Raspadori,it ITA,"FW,MF",STRIKER,Napoli,it Serie A,24.0,26,11,1103,12.3,1,2.4,28,42,2,67,7,9,18,14,57,4.16,0.33,6,4.0,42,14,0.14,0.43,0.081,0.195,2.276,3.415,0.163,5.447,0.569,0.732,1.138,4.634,1.463,0.488,0.325,3.415,1.138
Raúl,es ESP,"FW,MF",STRIKER,Osasuna,es La Liga,23.0,32,5,750,8.3,0,0.7,3,16,0,6,1,11,10,20,49,1.92,0.24,4,3.5,25,12,0.16,0.33,0.0,0.084,0.361,1.928,0.0,0.723,0.12,1.325,2.41,5.904,1.205,0.482,0.422,3.012,1.446
Ante Rebić,hr CRO,"FW,MF",WINGER,Lecce,it Serie A,30.0,27,7,788,8.8,0,2.1,18,36,2,32,11,8,17,30,63,3.43,0.11,1,2.1,13,5,0.08,0.2,0.0,0.239,2.045,4.091,0.227,3.636,1.25,0.909,3.409,7.159,1.932,0.114,0.239,1.477,0.568
Mateo Retegui,it ITA,FW,STRIKER,Atalanta,it Serie A,25.0,36,32,2383,26.5,8,4.9,38,46,2,15,9,12,21,30,199,2.87,0.53,25,18.9,99,32,0.21,0.66,0.302,0.185,1.434,1.736,0.075,0.566,0.34,0.453,1.132,7.509,0.792,0.943,0.713,3.736,1.208
Richarlison,br BRA,FW,STRIKER,Tottenham,eng Premier League,27.0,15,4,504,5.6,1,0.9,4,11,0,7,4,1,8,16,22,1.43,0.18,4,3.7,17,7,0.24,0.57,0.179,0.161,0.714,1.964,0.0,1.25,0.714,0.179,2.857,3.929,1.429,0.714,0.661,3.036,1.25
Fabian Rieder,ch SUI,"MF,FW",WINGER,Stuttgart,de Bundesliga,22.0,21,8,867,9.6,3,2.0,12,38,2,39,11,9,20,19,61,3.63,0.52,1,1.4,20,7,0.05,0.14,0.312,0.208,1.25,3.958,0.208,4.062,1.146,0.938,1.979,6.354,2.083,0.104,0.146,2.083,0.729
Luis Rioja,es ESP,"MF,FW",WINGER,Valencia,es La Liga,30.0,36,33,2831,31.5,3,4.5,35,103,6,203,60,43,93,91,228,2.61,0.32,5,3.3,28,12,0.11,0.25,0.095,0.143,1.111,3.27,0.19,6.444,1.905,1.365,2.889,7.238,2.952,0.159,0.105,0.889,0.381
Álvaro Rodríguez,uy URU,FW,WINGER/STRIKER,Getafe,es La Liga,20.0,22,7,852,9.5,0,0.3,5,13,2,5,2,16,6,33,50,1.69,0.0,2,1.2,25,10,0.08,0.2,0.0,0.032,0.526,1.368,0.211,0.526,0.211,1.684,3.474,5.263,0.632,0.211,0.126,2.632,1.053
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",WINGER,Leganés,es La Liga,26.0,29,12,1330,14.8,4,2.2,19,60,4,55,21,21,24,52,66,3.25,0.61,1,2.1,33,6,0.03,0.17,0.27,0.149,1.284,4.054,0.27,3.716,1.419,1.419,3.514,4.459,1.622,0.068,0.142,2.23,0.405
Dani Rodríguez,es ESP,"MF,FW",WINGER/STRIKER,Mallorca,es La Liga,36.0,37,26,2162,24.0,7,3.1,33,78,8,116,17,16,37,34,108,2.58,0.5,4,2.8,31,10,0.13,0.4,0.292,0.129,1.375,3.25,0.333,4.833,0.708,0.667,1.417,4.5,1.542,0.167,0.117,1.292,0.417
Jesus Rodríguez,es ESP,FW,WINGER,Betis,es La Liga,18.0,21,15,1111,12.3,0,0.2,8,35,0,18,19,30,53,84,99,2.75,0.41,2,2.3,23,8,0.09,0.25,0.0,0.016,0.65,2.846,0.0,1.463,1.545,2.439,6.829,8.049,4.309,0.163,0.187,1.87,0.65
Rodrygo,br BRA,"FW,MF",WINGER,Real Madrid,es La Liga,23.0,30,22,1928,21.4,5,3.0,49,108,1,81,26,49,113,111,253,4.95,0.42,6,4.0,54,20,0.11,0.3,0.234,0.14,2.29,5.047,0.047,3.785,1.215,2.29,5.187,11.822,5.28,0.28,0.187,2.523,0.935
Morgan Rogers,eng ENG,"FW,MF",WINGER,Aston Villa,eng Premier League,22.0,37,37,3114,34.6,10,7.8,51,123,22,27,56,66,114,160,188,3.04,0.46,8,6.6,55,20,0.15,0.4,0.289,0.225,1.474,3.555,0.636,0.78,1.618,1.908,4.624,5.434,3.295,0.231,0.191,1.59,0.578
Merlin Röhl,de GER,"MF,FW",WINGER/STRIKER,Freiburg,de Bundesliga,22.0,19,11,965,10.7,1,1.7,9,22,0,12,4,12,20,40,60,2.33,0.28,0,0.8,12,3,0.0,0.0,0.093,0.159,0.841,2.056,0.0,1.121,0.374,1.121,3.738,5.607,1.869,0.0,0.075,1.121,0.28
Isaac Romero,es ESP,FW,WINGER/STRIKER,Sevilla,es La Liga,24.0,31,26,2156,24.0,2,2.1,20,29,1,18,11,21,21,65,95,1.84,0.29,4,6.8,53,17,0.08,0.24,0.083,0.088,0.833,1.208,0.042,0.75,0.458,0.875,2.708,3.958,0.875,0.167,0.283,2.208,0.708
Vitor Roque,br BRA,FW,STRIKER,Betis,es La Liga,19.0,22,14,1235,13.7,0,1.2,12,17,1,6,10,10,24,39,57,2.48,0.29,4,6.1,41,18,0.1,0.22,0.0,0.088,0.876,1.241,0.073,0.438,0.73,0.73,2.847,4.161,1.752,0.292,0.445,2.993,1.314
Jon Rowe,eng ENG,"FW,MF",WINGER,Marseille,fr Ligue 1,21.0,28,6,807,9.0,3,4.5,18,31,5,28,14,20,30,48,96,4.24,0.78,3,3.5,36,15,0.08,0.2,0.333,0.5,2.0,3.444,0.556,3.111,1.556,2.222,5.333,10.667,3.333,0.333,0.389,4.0,1.667
Aitor Ruibal,es ESP,"DF,FW",WINGER/STRIKER,Betis,es La Liga,28.0,29,13,1313,14.6,3,2.4,20,50,1,32,12,14,21,27,64,2.46,0.27,1,0.9,16,4,0.06,0.25,0.205,0.164,1.37,3.425,0.068,2.192,0.822,0.959,1.849,4.384,1.438,0.068,0.062,1.096,0.274
Abel Ruiz,es ESP,FW,WINGER/STRIKER,Girona,es La Liga,24.0,23,17,1346,15.0,0,0.5,8,23,1,4,5,7,21,20,71,1.14,0.07,4,4.6,21,7,0.14,0.43,0.0,0.033,0.533,1.533,0.067,0.267,0.333,0.467,1.333,4.733,1.4,0.267,0.307,1.4,0.467
Georginio Rutter,fr FRA,"MF,FW",WINGER,Brighton,eng Premier League,22.0,28,19,1656,18.4,3,2.5,19,67,12,9,16,27,42,71,79,3.47,0.43,5,4.6,50,12,0.1,0.42,0.163,0.136,1.033,3.641,0.652,0.489,0.87,1.467,3.859,4.293,2.283,0.272,0.25,2.717,0.652
Elias Saad,tn TUN,"FW,MF",WINGER,St. Pauli,de Bundesliga,24.0,18,10,900,10.0,2,0.8,14,27,2,14,14,16,29,54,76,3.5,0.4,3,2.8,26,8,0.12,0.38,0.2,0.08,1.4,2.7,0.2,1.4,1.4,1.6,5.4,7.6,2.9,0.3,0.28,2.6,0.8
Emmanuel Sabbi,us USA,"FW,MF",WINGER/STRIKER,Le Havre,fr Ligue 1,26.0,15,7,653,7.3,0,0.6,4,15,1,15,5,11,11,29,39,2.76,0.28,0,1.9,15,4,0.0,0.0,0.0,0.082,0.548,2.055,0.137,2.055,0.685,1.507,3.973,5.342,1.507,0.0,0.26,2.055,0.548
Umar Sadiq,ng NGA,FW,STRIKER,Valencia,es La Liga,27.0,16,9,825,9.2,0,0.7,6,7,0,0,0,11,9,25,49,1.64,0.33,5,3.4,20,7,0.25,0.71,0.0,0.076,0.652,0.761,0.0,0.0,0.0,1.196,2.717,5.326,0.978,0.543,0.37,2.174,0.761
Alexis Saelemaekers,be BEL,"DF,FW",WINGER,Roma,it Serie A,25.0,22,17,1389,15.4,3,2.6,24,53,3,53,22,22,39,52,136,3.57,0.65,7,2.5,25,12,0.28,0.58,0.195,0.169,1.558,3.442,0.195,3.442,1.429,1.429,3.377,8.831,2.532,0.455,0.162,1.623,0.779
Osame Sahraoui,ma MAR,"FW,MF",WINGER,Lille,fr Ligue 1,23.0,30,10,1293,14.4,3,3.6,29,89,6,12,41,35,69,79,159,4.66,0.42,3,2.9,23,8,0.13,0.38,0.208,0.25,2.014,6.181,0.417,0.833,2.847,2.431,5.486,11.042,4.792,0.208,0.201,1.597,0.556
Wesley Saïd,fr FRA,FW,STRIKER,Lens,fr Ligue 1,29.0,24,11,905,10.1,0,1.0,9,24,2,8,12,9,16,19,53,2.69,0.0,3,3.2,17,7,0.18,0.43,0.0,0.099,0.891,2.376,0.198,0.792,1.188,0.891,1.881,5.248,1.584,0.297,0.317,1.683,0.693
Bukayo Saka,eng ENG,"FW,MF",WINGER,Arsenal,eng Premier League,22.0,25,20,1729,19.2,10,7.6,58,70,4,117,38,41,96,90,255,6.09,1.2,6,6.8,66,22,0.08,0.23,0.521,0.396,3.021,3.646,0.208,6.094,1.979,2.135,4.688,13.281,5.0,0.312,0.354,3.438,1.146
Mohamed Salah,eg EGY,FW,WINGER/STRIKER,Liverpool,eng Premier League,32.0,38,38,3371,37.5,18,14.2,88,144,19,79,93,58,154,137,488,4.51,0.72,29,25.2,121,50,0.17,0.4,0.48,0.379,2.347,3.84,0.507,2.107,2.48,1.547,3.653,13.013,4.107,0.773,0.672,3.227,1.333
Mama Samba Baldé,gw GNB,FW,WINGER,Brest,fr Ligue 1,28.0,27,12,1149,12.8,3,2.1,16,22,1,10,5,17,35,55,100,3.29,0.39,2,3.0,29,8,0.07,0.25,0.234,0.164,1.25,1.719,0.078,0.781,0.391,1.328,4.297,7.812,2.734,0.156,0.234,2.266,0.625
Antonio Sanabria,py PAR,FW,WINGER/STRIKER,Torino,it Serie A,28.0,26,16,1318,14.6,1,0.5,9,18,2,0,3,6,6,11,54,1.44,0.21,2,2.9,18,4,0.11,0.5,0.068,0.034,0.616,1.233,0.137,0.0,0.205,0.411,0.753,3.699,0.411,0.137,0.199,1.233,0.274
Iván Sánchez,es ESP,"MF,FW",WINGER,Valladolid,es La Liga,31.0,32,11,1404,15.6,1,2.9,24,77,2,114,23,28,60,49,93,4.11,0.32,2,0.7,15,5,0.13,0.4,0.064,0.186,1.538,4.936,0.128,7.308,1.474,1.795,3.141,5.962,3.846,0.128,0.045,0.962,0.321
Jadon Sancho,eng ENG,FW,WINGER,Chelsea,eng Premier League,24.0,31,19,1764,19.6,4,3.7,38,90,7,25,48,45,102,97,225,3.57,0.51,3,2.2,24,8,0.13,0.38,0.204,0.189,1.939,4.592,0.357,1.276,2.449,2.296,4.949,11.48,5.204,0.153,0.112,1.224,0.408
Leroy Sané,de GER,FW,WINGER,Bayern Munich,de Bundesliga,28.0,30,17,1637,18.2,5,5.5,36,64,5,51,35,39,75,100,266,4.18,0.49,11,10.2,67,29,0.16,0.38,0.275,0.302,1.978,3.516,0.275,2.802,1.923,2.143,5.495,14.615,4.121,0.604,0.56,3.681,1.593
Maroan Sannadi,ma MAR,FW,WINGER/STRIKER,Athletic Club,es La Liga,23.0,16,7,754,8.4,1,0.6,7,15,1,6,8,14,21,30,67,1.91,0.24,1,3.5,19,7,0.05,0.14,0.119,0.071,0.833,1.786,0.119,0.714,0.952,1.667,3.571,7.976,2.5,0.119,0.417,2.262,0.833
Pablo Sarabia,es ESP,"MF,FW",WINGER/STRIKER,Wolves,eng Premier League,32.0,23,7,814,9.0,2,1.8,15,60,5,47,20,6,15,15,62,3.1,0.55,3,2.9,17,8,0.18,0.38,0.222,0.2,1.667,6.667,0.556,5.222,2.222,0.667,1.667,6.889,1.667,0.333,0.322,1.889,0.889
Amin Sarr,se SWE,FW,WINGER/STRIKER,Hellas Verona,it Serie A,23.0,32,25,1907,21.2,1,2.1,22,41,1,7,16,14,31,33,103,2.13,0.19,4,3.2,23,7,0.17,0.57,0.047,0.099,1.038,1.934,0.047,0.33,0.755,0.66,1.557,4.858,1.462,0.189,0.151,1.085,0.33
Sávio,br BRA,"FW,MF",WINGER,Manchester City,eng Premier League,20.0,29,21,1766,19.6,8,6.9,46,67,5,84,47,52,137,113,246,5.66,0.76,1,5.0,55,21,0.02,0.05,0.408,0.352,2.347,3.418,0.255,4.286,2.398,2.653,5.765,12.551,6.99,0.051,0.255,2.806,1.071
Oliver Scarles,eng ENG,"DF,FW",WINGER/STRIKER,West Ham,eng Premier League,18.0,15,7,665,7.4,0,0.1,2,22,1,15,5,2,12,7,44,0.81,0.0,0,0.1,3,0,0.0,0.0,0.0,0.014,0.27,2.973,0.135,2.027,0.676,0.27,0.946,5.946,1.622,0.0,0.014,0.405,0.0
Kevin Schade,de GER,FW,STRIKER,Brentford,eng Premier League,22.0,38,26,2293,25.5,2,3.7,23,38,1,38,11,30,61,89,165,2.24,0.35,11,8.2,55,27,0.2,0.41,0.078,0.145,0.902,1.49,0.039,1.49,0.431,1.176,3.49,6.471,2.392,0.431,0.322,2.157,1.059
Patrik Schick,cz CZE,FW,STRIKER,Leverkusen,de Bundesliga,28.0,31,19,1684,18.7,0,0.6,11,21,0,1,6,10,7,26,107,1.82,0.16,21,12.7,68,32,0.29,0.63,0.0,0.032,0.588,1.123,0.0,0.053,0.321,0.535,1.39,5.722,0.374,1.123,0.679,3.636,1.711
Léo Scienza,br BRA,"FW,MF",WINGER,Heidenheim,de Bundesliga,25.0,25,13,1153,12.8,3,3.7,34,30,1,81,14,37,70,83,90,6.39,0.55,3,2.0,38,15,0.08,0.2,0.234,0.289,2.656,2.344,0.078,6.328,1.094,2.891,6.484,7.031,5.469,0.234,0.156,2.969,1.172
Antoine Semenyo,gh GHA,FW,WINGER,Bournemouth,eng Premier League,24.0,37,36,3203,35.6,5,5.8,46,109,9,59,45,69,140,135,282,3.71,0.37,11,10.0,125,40,0.09,0.28,0.14,0.163,1.292,3.062,0.253,1.657,1.264,1.938,3.792,7.921,3.933,0.309,0.281,3.511,1.124
Benjamin Šeško,si SVN,"FW,MF",STRIKER,RB Leipzig,de Bundesliga,21.0,33,30,2380,26.4,5,2.1,19,46,3,7,9,39,47,75,141,1.93,0.34,13,10.0,66,29,0.17,0.38,0.189,0.08,0.72,1.742,0.114,0.265,0.341,1.477,2.841,5.341,1.78,0.492,0.379,2.5,1.098
Ryan Sessegnon,eng ENG,"FW,DF",STRIKER,Fulham,eng Premier League,24.0,16,7,580,6.4,2,1.1,12,22,0,16,7,8,18,21,59,3.72,0.62,4,1.6,14,8,0.29,0.5,0.312,0.172,1.875,3.438,0.0,2.5,1.094,1.25,3.281,9.219,2.812,0.625,0.25,2.188,1.25
Eldor Shomurodov,uz UZB,"FW,MF",STRIKER,Roma,it Serie A,29.0,27,11,1097,12.2,4,1.3,17,21,1,6,6,8,19,28,62,2.62,0.57,4,4.7,29,13,0.14,0.31,0.328,0.107,1.393,1.721,0.082,0.492,0.492,0.656,2.295,5.082,1.557,0.328,0.385,2.377,1.066
Armindo Sieb,de GER,"FW,MF",STRIKER,Mainz 05,de Bundesliga,21.0,27,5,762,8.5,2,1.1,8,18,1,6,8,11,28,36,64,2.0,0.47,2,2.8,29,7,0.07,0.29,0.235,0.129,0.941,2.118,0.118,0.706,0.941,1.294,4.235,7.529,3.294,0.235,0.329,3.412,0.824
Bernardo Silva,pt POR,"MF,FW",WINGER/STRIKER,Manchester City,eng Premier League,29.0,33,29,2670,29.7,4,5.1,53,134,4,60,40,28,101,61,200,3.1,0.27,4,3.9,32,11,0.13,0.36,0.135,0.172,1.785,4.512,0.135,2.02,1.347,0.943,2.054,6.734,3.401,0.135,0.131,1.077,0.37
Fábio Silva,pt POR,FW,STRIKER,Las Palmas,es La Liga,22.0,24,22,1866,20.7,3,2.0,16,26,3,21,14,21,30,53,119,2.08,0.24,10,8.8,46,20,0.17,0.4,0.145,0.097,0.773,1.256,0.145,1.014,0.676,1.014,2.56,5.749,1.449,0.483,0.425,2.222,0.966
Jota Silva,pt POR,"FW,MF",WINGER/STRIKER,Nott'ham Forest,eng Premier League,24.0,31,5,854,9.5,1,2.9,14,18,1,21,9,10,21,34,59,3.06,0.32,3,2.1,23,7,0.13,0.43,0.105,0.305,1.474,1.895,0.105,2.211,0.947,1.053,3.579,6.211,2.211,0.316,0.221,2.421,0.737
Abdallah Sima,sn SEN,"FW,MF",STRIKER,Brest,fr Ligue 1,23.0,27,14,1238,13.8,2,1.0,13,24,0,16,6,6,36,23,92,2.04,0.22,7,5.9,37,18,0.19,0.39,0.145,0.072,0.942,1.739,0.0,1.159,0.435,0.435,1.667,6.667,2.609,0.507,0.428,2.681,1.304
Moses Simon,ng NGA,"FW,MF",WINGER,Nantes,fr Ligue 1,29.0,32,31,2609,29.0,10,6.7,56,59,5,222,41,65,147,147,222,3.73,0.52,8,5.8,40,13,0.1,0.31,0.345,0.231,1.931,2.034,0.172,7.655,1.414,2.241,5.069,7.655,5.069,0.276,0.2,1.379,0.448
Danel Sinani,lu LUX,"FW,MF",WINGER/STRIKER,St. Pauli,de Bundesliga,27.0,26,14,1250,13.9,2,3.0,24,60,5,67,16,10,16,22,64,4.32,0.29,2,1.7,35,12,0.06,0.17,0.144,0.216,1.727,4.317,0.36,4.82,1.151,0.719,1.583,4.604,1.151,0.144,0.122,2.518,0.863
Lassine Sinayoko,ml MLI,"FW,MF",STRIKER,Auxerre,fr Ligue 1,24.0,34,25,2299,25.5,8,5.5,37,62,5,25,17,28,53,73,193,3.76,0.78,5,6.5,60,16,0.07,0.25,0.314,0.216,1.451,2.431,0.196,0.98,0.667,1.098,2.863,7.569,2.078,0.196,0.255,2.353,0.627
Ibrahim Sissoko,ml MLI,FW,STRIKER,Saint-Étienne,fr Ligue 1,28.0,20,8,819,9.1,1,0.6,7,12,1,3,1,3,14,11,36,2.31,0.11,3,4.3,21,4,0.1,0.5,0.11,0.066,0.769,1.319,0.11,0.33,0.11,0.33,1.209,3.956,1.538,0.33,0.473,2.308,0.44
Tim Skarke,de GER,"FW,MF",WINGER/STRIKER,Union Berlin,de Bundesliga,27.0,33,11,1164,12.9,2,1.2,16,25,0,29,15,10,26,24,96,2.63,0.31,0,2.1,20,9,0.0,0.0,0.155,0.093,1.24,1.938,0.0,2.248,1.163,0.775,1.86,7.442,2.016,0.0,0.163,1.55,0.698
Andreas Skov Olsen,dk DEN,"FW,MF",WINGER,Wolfsburg,de Bundesliga,24.0,12,4,535,5.9,1,1.9,18,22,0,29,10,4,22,14,48,5.38,0.17,1,0.8,7,1,0.14,1.0,0.169,0.322,3.051,3.729,0.0,4.915,1.695,0.678,2.373,8.136,3.729,0.169,0.136,1.186,0.169
Steven Skrzybski,de GER,"MF,FW",STRIKER,Holstein Kiel,de Bundesliga,31.0,24,15,1323,14.7,3,2.9,22,64,5,31,16,13,17,22,71,3.47,0.34,6,3.5,32,12,0.16,0.42,0.204,0.197,1.497,4.354,0.34,2.109,1.088,0.884,1.497,4.83,1.156,0.408,0.238,2.177,0.816
Alex Sola,es ESP,"MF,FW",WINGER/STRIKER,Getafe,es La Liga,25.0,19,13,1029,11.4,1,0.7,9,23,0,18,2,21,24,61,61,2.28,0.18,0,1.0,15,2,0.0,0.0,0.088,0.061,0.789,2.018,0.0,1.579,0.175,1.842,5.351,5.351,2.105,0.0,0.088,1.316,0.175
Dominic Solanke,eng ENG,FW,STRIKER,Tottenham,eng Premier League,26.0,27,25,2201,24.5,3,2.9,14,47,3,4,9,17,31,51,88,1.51,0.33,9,10.9,59,24,0.14,0.33,0.122,0.118,0.571,1.918,0.122,0.163,0.367,0.694,2.082,3.592,1.265,0.367,0.445,2.408,0.98
Ola Solbakken,no NOR,"MF,FW",WINGER/STRIKER,Empoli,it Serie A,25.0,21,8,760,8.4,0,0.4,9,20,1,7,5,7,18,15,32,1.42,0.12,0,0.8,4,3,0.0,0.0,0.0,0.048,1.071,2.381,0.119,0.833,0.595,0.833,1.786,3.81,2.143,0.0,0.095,0.476,0.357
Carlos Soler,es ESP,"MF,FW",WINGER/STRIKER,West Ham,eng Premier League,27.0,31,14,1409,15.7,1,1.4,18,56,4,34,13,8,17,18,37,3.26,0.13,1,1.8,25,8,0.04,0.13,0.064,0.089,1.146,3.567,0.255,2.166,0.828,0.51,1.146,2.357,1.083,0.064,0.115,1.592,0.51
Florian Sotoca,fr FRA,"FW,MF",WINGER/STRIKER,Lens,fr Ligue 1,33.0,31,22,1794,19.9,1,1.5,18,105,8,75,29,16,44,39,170,2.66,0.15,1,4.6,47,18,0.02,0.06,0.05,0.075,0.905,5.276,0.402,3.769,1.457,0.804,1.96,8.543,2.211,0.05,0.231,2.362,0.905
Riccardo Sottil,it ITA,"FW,MF",WINGER,Fiorentina,it Serie A,25.0,18,8,833,9.3,1,0.9,12,18,1,41,12,11,71,27,100,3.78,0.43,1,0.9,22,6,0.05,0.17,0.108,0.097,1.29,1.935,0.108,4.409,1.29,1.183,2.903,10.753,7.634,0.108,0.097,2.366,0.645
Issa Soumaré,sn SEN,"FW,MF",WINGER/STRIKER,Le Havre,fr Ligue 1,23.0,29,21,1902,21.1,4,3.1,28,45,1,42,16,16,61,57,144,2.46,0.43,5,3.8,43,19,0.12,0.26,0.19,0.147,1.327,2.133,0.047,1.991,0.758,0.758,2.701,6.825,2.891,0.237,0.18,2.038,0.9
